date,lat,lon,magnitude,location
2014-03-02,36.767,-98.691,2.9,"4km SSW of Alva
2014-03-02,36.544,-97.05,3,"14km S of McCord
2014-03-02,36.542,-97.068,2.8,"15km S of McCord
2014-03-02,35.5067,-97.2356,2.4,"3km ENE of Choctaw
2014-03-02,35.4803,-97.2625,2.4,"2km SSE of Choctaw
2014-03-02,35.636,-97.041,3.5,"14km ESE of Luther
2014-03-02,35.902,-97.2538,2.1,"4km S of Langston
2014-03-01,36.088,-97.084,2.1,"3km SW of Stillwater
2014-03-01,36.091,-97.088,1.6,"3km SW of Stillwater
2014-02-28,35.764,-97.452,2.2,"12km N of Edmond
2014-02-27,36.5438,-97.0616,3.4,"15km S of McCord
2014-02-27,36.4476,-97.0735,3.2,"25km S of McCord
2014-02-26,36.5906,-97.8097,3,"22km NNE of Enid
2014-02-26,36.675,-97.693,3.4,"15km SSE of Medford
2014-02-26,36.5865,-97.8125,3,"21km NNE of Enid
2014-02-25,36.096,-96.996,2.4,"6km ESE of Stillwater
2014-02-25,35.773,-97.463,2.2,"12km SSW of Guthrie
2014-02-24,36.325,-96.828,2.1,"2km WSW of Pawnee
2014-02-24,36.1,-97.072,2.3,"2km SW of Stillwater
2014-02-24,35.817,-96.943,3.2,"13km NNW of Chandler
2014-02-24,36.1645,-96.9845,2.3,"8km NE of Stillwater
2014-02-24,35.568,-97.348,2.7,"5km NNE of Spencer
2014-02-24,35.565,-97.342,2.9,"4km W of Jones
2014-02-24,36.171,-96.9786,3.1,"9km NE of Stillwater
2014-02-23,36.717,-97.702,2.6,"10km SSE of Medford
2014-02-23,36.043,-97.336,2.5,"13km NNW of Langston
2014-02-23,36.036,-97.341,3.3,"12km NW of Langston
2014-02-23,36.0353,-97.3362,3,"12km NW of Langston
2014-02-23,36.4668,-97.0546,2.7,"23km S of McCord
2014-02-23,36.175,-96.981,3.2,"9km NE of Stillwater
2014-02-23,36.103,-97.081,3,"2km SW of Stillwater
2014-02-22,36.097,-97.081,2.2,"2km SW of Stillwater
2014-02-22,36.17,-96.99,2.7,"8km NE of Stillwater
2014-02-22,35.782,-97.468,2.5,"11km SSW of Guthrie
2014-02-21,35.781,-97.4745,3.1,"11km SSW of Guthrie
2014-02-21,36.7898,-98.7003,2.8,"3km WSW of Alva
2014-02-21,36.8695,-97.8886,3.2,"15km WNW of Medford
2014-02-21,35.773,-97.461,2.2,"12km SSW of Guthrie
2014-02-20,35.77,-97.463,2,"12km SSW of Guthrie
2014-02-19,35.777,-97.466,3.1,"11km SSW of Guthrie
2014-02-19,36.1388,-97.3148,2.9,"16km S of Perry
2014-02-18,35.742,-97.353,2.4,"15km NE of Edmond
2014-02-18,35.7761,-97.4717,2.4,"12km SSW of Guthrie
2014-02-18,35.771,-97.454,2.8,"12km SSW of Guthrie
2014-02-18,36.718,-97.71,2.7,"10km SSE of Medford
2014-02-18,35.776,-97.469,2.7,"12km SSW of Guthrie
2014-02-18,35.77,-97.459,3.2,"12km SSW of Guthrie
2014-02-18,35.777,-97.467,3.4,"11km SSW of Guthrie
2014-02-18,36.5526,-97.062,2.7,"14km S of McCord
2014-02-18,35.7716,-97.4628,2.5,"12km SSW of Guthrie
2014-02-18,35.7752,-97.4735,2.6,"12km SSW of Guthrie
2014-02-18,35.7713,-97.4617,2.5,"12km SSW of Guthrie
2014-02-17,35.778,-97.473,2.7,"11km SSW of Guthrie
2014-02-17,35.775,-97.475,3,"12km SSW of Guthrie
2014-02-17,35.772,-97.463,3.1,"12km SSW of Guthrie
2014-02-17,35.77,-97.46,2.7,"12km SSW of Guthrie
2014-02-17,35.773,-97.466,2.6,"12km SSW of Guthrie
2014-02-17,35.776,-97.478,2.9,"12km SSW of Guthrie
2014-02-17,35.771,-97.464,2.5,"12km SSW of Guthrie
2014-02-17,35.777,-97.466,3.2,"11km SSW of Guthrie
2014-02-17,35.776,-97.469,3.8,"12km SSW of Guthrie
2014-02-16,35.777,-97.476,2.1,"12km SSW of Guthrie
2014-02-16,35.778,-97.476,2.6,"12km SSW of Guthrie
2014-02-16,35.776,-97.476,2.1,"12km SSW of Guthrie
2014-02-16,35.78,-97.479,2.6,"12km SSW of Guthrie
2014-02-16,35.781,-97.477,3.3,"11km SSW of Guthrie
2014-02-16,35.781,-97.478,2.2,"11km SSW of Guthrie
2014-02-15,35.7762,-97.473,2.5,"12km SSW of Guthrie
2014-02-15,35.7818,-97.4807,3.1,"11km SSW of Guthrie
2014-02-14,35.775,-97.477,2.9,"12km SSW of Guthrie
2014-02-14,35.7779,-97.4717,2.7,"11km SSW of Guthrie
2014-02-14,35.7756,-97.4693,3,"12km SSW of Guthrie
2014-02-14,35.7752,-97.4752,2.5,"12km SSW of Guthrie
2014-02-14,35.7801,-97.4765,2.9,"11km SSW of Guthrie
2014-02-14,36.367,-97.055,2.7,"22km ENE of Perry
2014-02-13,36.325,-96.993,2.5,"17km W of Pawnee
2014-02-12,36.8372,-97.7237,2.5,"3km NNE of Medford
2014-02-12,36.9963,-97.9271,3.4,"19km SSE of Anthony
2014-02-11,36.993,-97.929,2.5,"19km SSE of Anthony
2014-02-11,36.1265,-97.2952,3,"18km S of Perry
2014-02-11,36.8657,-97.7345,3,"6km N of Medford
2014-02-10,35.8162,-96.9324,3.5,"13km NNW of Chandler
2014-02-10,36.9067,-97.8944,2.8,"18km NW of Medford
2014-02-09,35.5956,-97.4002,2.6,"8km NNW of Spencer
2014-02-09,35.891,-97.297,2.7,"7km SSW of Langston
2014-02-09,35.893,-97.292,4.1,"6km SSW of Langston
2014-02-08,36.0166,-97.1743,2.2,"10km NE of Langston
2014-02-07,36.036,-97.076,2.6,"7km NNW of Perkins
2014-02-06,36.7464,-98.2949,3.3,"5km E of Cherokee
2014-02-05,36.8361,-97.7503,3.5,"3km NNW of Medford
2014-02-04,36.1286,-97.3101,3,"17km S of Perry
2014-02-04,35.483,-97.351,2.6,"2km WSW of Nicoma Park
2014-02-04,36.2227,-97.4201,2.6,"13km WSW of Perry
2014-02-02,36.398,-97.343,2.6,"13km NNW of Perry
2014-02-02,36.5978,-97.9548,2.7,"23km NNW of Enid
2014-02-01,35.5925,-97.3788,2.5,"7km N of Spencer
2014-02-01,35.9505,-96.9074,3.6,"11km ESE of Perkins
2014-01-31,35.474,-96.504,2.9,"2km SW of Boley
2014-01-31,36.6532,-98.2081,3.1,"13km NNE of Helena
2014-01-31,35.983,-97.196,2.7,"6km NE of Langston
2014-01-30,35.947,-96.9153,3.2,"11km ESE of Perkins
2014-01-29,35.9431,-96.9156,2.3,"11km ESE of Perkins
2014-01-29,35.943,-96.908,3.2,"11km ESE of Perkins
2014-01-29,35.9446,-96.9111,3,"11km ESE of Perkins
2014-01-28,35.6,-97.389,3,"8km N of Spencer
2014-01-28,35.578,-98.07,2.9,"11km WNW of El Reno
2014-01-27,36.138,-97.307,2.8,"16km S of Perry
2014-01-26,36.1658,-96.9717,2.6,"9km NE of Stillwater
2014-01-26,35.1097,-96.1792,3.1,"15km SSE of Wetumka
2014-01-25,36.001,-97.055,2.6,"3km NNW of Perkins
2014-01-24,35.721,-97.4304,2.3,"8km NNE of Edmond
2014-01-22,36.1022,-97.0301,2.8,"2km ESE of Stillwater
2014-01-22,36.0975,-97.0304,2.4,"3km SE of Stillwater
2014-01-19,36.1197,-97.0002,2.6,"5km E of Stillwater
2014-01-19,36.786,-98.7,2.7,"3km SW of Alva
2014-01-17,36.138,-96.89,2.8,"15km E of Stillwater
2014-01-15,35.6091,-97.1491,2.6,"7km SE of Luther
2014-01-14,36.332,-96.995,2.8,"17km W of Pawnee
2014-01-13,35.594,-97.389,2.3,"7km N of Spencer
2014-01-11,36.736,-98.289,2.7,"6km ESE of Cherokee
2014-01-10,35.752,-97.478,2.1,"11km N of Edmond
2014-01-10,35.563,-96.747,2.6,"10km NNW of Prague
2014-01-10,35.89,-96.8044,2.6,"11km SSW of Cushing
2014-01-09,35.8184,-96.9338,3,"13km NNW of Chandler
2014-01-09,35.722,-97.43,2.2,"8km NNE of Edmond
2014-01-09,35.721,-97.425,2.3,"8km NNE of Edmond
2014-01-09,35.888,-97.287,2.8,"6km SSW of Langston
2014-01-09,36.1321,-97.3134,2.8,"17km S of Perry
2014-01-09,35.5421,-96.773,3.8,"10km NW of Prague
2014-01-08,35.651,-97.402,2.2,"6km E of Edmond
2014-01-08,36.1352,-96.9764,2.5,"7km ENE of Stillwater
2014-01-08,36.811,-98.369,2.3,"6km N of Cherokee
2014-01-07,35.599,-97.401,2.3,"8km NNW of Spencer
2014-01-04,36.129,-97.322,3.7,"18km S of Perry
2014-01-04,35.819,-96.94,3.2,"14km NNW of Chandler
2014-01-04,36.8398,-98.3576,3.5,"9km N of Cherokee
2014-01-04,36.015,-97.077,2,"6km NW of Perkins
2014-01-04,35.557,-97.234,3,"4km ESE of Jones
2014-01-02,36.127,-96.895,3.2,"14km E of Stillwater
2014-01-02,36.1226,-97.3227,3.1,"18km S of Perry
2014-01-02,35.59,-97.392,2.3,"7km N of Spencer
2013-12-31,36.57,-97.842,2.6,"19km N of Enid
2013-12-31,36.1513,-96.8297,2.9,"12km WNW of Yale
2013-12-31,36.7606,-98.5915,2.9,"8km SE of Alva
2013-12-30,36.473,-97.024,2.9,"22km S of McCord
2013-12-29,35.5728,-97.3345,2.6,"4km W of Jones
2013-12-29,35.8914,-97.2966,3.7,"7km SSW of Langston
2013-12-29,36.958,-97.67,3.6,"9km SW of Caldwell
2013-12-28,36.1404,-97.3219,3.3,"16km S of Perry
2013-12-27,35.6835,-97.3826,3.1,"9km ENE of Edmond
2013-12-27,36.19,-98.501,2.9,"8km SSW of Fairview
2013-12-26,35.595,-97.376,2.5,"8km N of Spencer
2013-12-26,35.504,-97.327,2.5,"1km NNW of Nicoma Park
2013-12-25,34.953,-97.373,2.8,"6km S of Purcell
2013-12-25,35.6012,-97.3837,3,"8km N of Spencer
2013-12-25,35.6829,-97.3947,2.1,"8km ENE of Edmond
2013-12-25,35.6818,-97.3931,3.7,"8km ENE of Edmond
2013-12-22,36.469,-97.047,3.2,"23km S of McCord
2013-12-22,35.5975,-97.4084,2.7,"8km SE of Edmond
2013-12-20,35.597,-97.38,2.2,"8km N of Spencer
2013-12-17,35.4,-96.648,3.4,"10km SSE of Prague
2013-12-17,36.222,-97.013,2.5,"12km NNE of Stillwater
2013-12-15,35.695,-97.388,2.1,"9km ENE of Edmond
2013-12-14,36.7277,-98.2864,2.6,"6km ESE of Cherokee
2013-12-14,35.601,-97.3773,2.5,"8km N of Spencer
2013-12-14,33.7122,-96.8048,2.7,"11km ENE of Whitesboro
2013-12-13,33.7031,-96.6921,2.6,"6km SSW of Pottsboro
2013-12-13,36.74,-98.286,2.8,"6km ESE of Cherokee
2013-12-11,33.6998,-96.7133,2.7,"7km SSW of Pottsboro
2013-12-11,35.602,-97.167,2.6,"7km SSE of Luther
2013-12-10,35.6783,-97.1963,2.4,"1km N of Luther
2013-12-09,35.607,-97.375,2.5,"9km N of Spencer
2013-12-09,35.605,-97.398,2.3,"8km SE of Edmond
2013-12-09,35.602,-97.39,1.8,"8km N of Spencer
2013-12-08,36.1688,-96.9641,2.9,"10km NE of Stillwater
2013-12-08,35.6085,-97.4008,2.3,"8km SE of Edmond
2013-12-08,35.602,-97.382,1.9,"8km N of Spencer
2013-12-08,35.559,-96.754,2.6,"10km NW of Prague
2013-12-08,35.6045,-97.3971,3.3,"9km SE of Edmond
2013-12-07,35.6077,-97.399,3.2,"8km SE of Edmond
2013-12-07,35.6145,-97.4029,2.5,"8km ESE of Edmond
2013-12-07,35.6089,-97.3975,3,"8km SE of Edmond
2013-12-07,35.6073,-97.3863,4.5,"9km ESE of Edmond
2013-12-06,36.8747,-97.9889,3.1,"23km WNW of Medford
2013-12-04,35.892,-97.2864,2.7,"6km SSW of Langston
2013-12-03,35.396,-96.448,2.8,"11km SSE of Boley
2013-12-03,35.8885,-97.2908,2,"7km SSW of Langston
2013-12-03,35.6065,-97.1597,2.4,"6km SSE of Luther
2013-12-02,35.611,-97.378,3.1,"9km N of Spencer
2013-12-02,35.611,-97.379,3.2,"9km N of Spencer
2013-12-02,35.5302,-97.2614,1.9,"3km N of Choctaw
2013-11-30,35.8934,-97.2957,3,"6km SSW of Langston
2013-11-29,36.597,-97.85,2.6,"22km N of Enid
2013-11-29,36.5946,-97.8374,2.6,"22km N of Enid
2013-11-29,36.2172,-97.0179,2.5,"11km NNE of Stillwater
2013-11-28,36.2219,-97.015,2.3,"12km NNE of Stillwater
2013-11-28,35.711,-97.462,2.2,"6km NNE of Edmond
2013-11-28,36.2212,-97.0183,2.4,"12km NNE of Stillwater
2013-11-27,36.5849,-97.8446,3,"21km N of Enid
2013-11-26,35.602,-97.378,3,"8km N of Spencer
2013-11-26,34.43,-97.609,2.5,"24km NNW of Healdton
2013-11-25,35.749,-97.576,2.2,"13km NW of Edmond
2013-11-23,35.748,-97.578,2.9,"13km NW of Edmond
2013-11-22,36.1792,-96.9537,3.6,"11km NE of Stillwater
2013-11-22,35.723,-97.381,2,"11km NE of Edmond
2013-11-22,35.713,-97.433,1.9,"7km NNE of Edmond
2013-11-18,36.183,-96.958,3.2,"11km NE of Stillwater
2013-11-18,36.177,-96.956,2.8,"11km NE of Stillwater
2013-11-18,36.181,-96.958,2.4,"11km NE of Stillwater
2013-11-18,35.601,-97.384,2.8,"8km N of Spencer
2013-11-18,36.192,-96.962,2.1,"12km NE of Stillwater
2013-11-17,35.589,-97.3824,2.5,"7km N of Spencer
2013-11-16,35.595,-97.385,2.7,"8km N of Spencer
2013-11-16,35.596,-97.38,2.5,"8km N of Spencer
2013-11-15,35.594,-97.377,2.6,"7km N of Spencer
2013-11-15,35.5898,-97.3808,3,"7km N of Spencer
2013-11-14,35.6006,-97.3943,2.2,"8km N of Spencer
2013-11-14,35.109,-97.821,2.4,"12km ENE of Chickasha
2013-11-13,35.679,-97.403,2.7,"7km ENE of Edmond
2013-11-13,35.719,-97.421,2.2,"8km NE of Edmond
2013-11-13,35.731,-97.424,1.9,"9km NNE of Edmond
2013-11-13,35.711,-97.421,2.3,"8km NE of Edmond
2013-11-13,35.652,-97.1332,2.7,"5km E of Luther
2013-11-12,35.388,-96.656,3.2,"11km SSE of Prague
2013-11-12,35.721,-97.429,2.2,"8km NNE of Edmond
2013-11-12,36.5875,-97.8382,3.4,"21km N of Enid
2013-11-12,35.7304,-97.4129,1.6,"10km NE of Edmond
2013-11-11,35.7156,-97.4383,3.3,"7km NNE of Edmond
2013-11-11,35.722,-97.431,2.1,"8km NNE of Edmond
2013-11-11,35.721,-97.4311,3.2,"8km NNE of Edmond
2013-11-11,35.6938,-97.4807,2.4,"4km N of Edmond
2013-11-11,35.6934,-97.4431,2.3,"5km NE of Edmond
2013-11-11,35.72,-97.43,1.9,"8km NNE of Edmond
2013-11-11,35.7203,-97.4366,1.9,"8km NNE of Edmond
2013-11-11,35.601,-97.389,2.1,"8km N of Spencer
2013-11-11,35.7198,-97.4289,2.3,"8km NNE of Edmond
2013-11-10,35.722,-97.4302,3.5,"8km NNE of Edmond
2013-11-10,35.539,-97.275,2.5,"3km SSE of Jones
2013-11-10,35.598,-97.37,2.3,"8km N of Spencer
2013-11-10,34.27,-94.912,2.5,"31km NNW of Broken Bow
2013-11-10,35.506,-96.7,2.2,"2km NNW of Prague
2013-11-08,35.598,-97.3737,2.6,"8km N of Spencer
2013-11-08,35.604,-97.3694,2.4,"8km WNW of Jones
2013-11-08,35.5919,-97.3874,3.3,"7km N of Spencer
2013-11-08,35.5911,-97.3809,3.3,"7km N of Spencer
2013-11-08,35.593,-97.372,2.6,"7km N of Spencer
2013-11-07,35.5995,-97.3838,2.1,"8km N of Spencer
2013-11-05,35.5873,-97.4172,3.2,"8km NNW of Spencer
2013-11-05,35.605,-97.3793,2.5,"9km N of Spencer
2013-11-05,35.6038,-97.3715,3.8,"8km N of Spencer
2013-11-04,35.603,-97.391,2,"8km N of Spencer
2013-11-04,36.172,-96.724,2.4,"6km NNW of Yale
2013-11-04,35.603,-97.385,2.5,"8km N of Spencer
2013-11-04,35.599,-97.3863,3.3,"8km N of Spencer
2013-11-03,35.608,-97.381,2.5,"9km N of Spencer
2013-11-02,35.5982,-97.3795,2.6,"8km N of Spencer
2013-11-02,35.5948,-97.3899,3,"8km N of Spencer
2013-11-02,35.5996,-97.3882,2.7,"8km N of Spencer
2013-11-02,35.611,-97.361,3.4,"8km NW of Jones
2013-11-02,35.598,-97.378,3.2,"8km N of Spencer
2013-11-02,35.599,-97.374,2.8,"8km N of Spencer
2013-11-02,35.598,-97.375,2.9,"8km N of Spencer
2013-11-02,35.598,-97.367,3.5,"8km N of Spencer
2013-10-31,36.1,-97.077,2.2,"2km SW of Stillwater
2013-10-30,35.5973,-97.378,2.6,"8km N of Spencer
2013-10-30,35.6038,-97.3782,2.7,"8km N of Spencer
2013-10-27,36.194,-96.7252,2.5,"9km NNW of Yale
2013-10-26,36.5133,-97.8752,3,"13km N of Enid
2013-10-24,36.836,-97.714,2.4,"3km NNE of Medford
2013-10-23,36.2313,-97.584,2.8,"27km WSW of Perry
2013-10-22,36.635,-97.9674,2.9,"27km NNW of Enid
2013-10-20,35.605,-97.376,2.8,"9km N of Spencer
2013-10-20,36.648,-97.829,3.1,"19km SSW of Medford
2013-10-18,35.598,-97.376,2.5,"8km N of Spencer
2013-10-18,35.668,-97.131,2.9,"5km E of Luther
2013-10-15,36.605,-97.818,2.7,"23km NNE of Enid
2013-10-13,35.3924,-96.4576,2.5,"11km SSE of Boley
2013-10-12,36.5982,-97.8174,2.7,"23km NNE of Enid
2013-10-12,36.5821,-97.8222,2.5,"21km NNE of Enid
2013-10-12,34.086,-96.579,3,"16km NE of Kingston
2013-10-11,35.718,-97.43,2.2,"8km NNE of Edmond
2013-10-11,35.495,-96.685,2.1,"0km N of Prague
2013-10-09,36.572,-97.816,2.5,"20km NNE of Enid
2013-10-09,36.1856,-96.8205,2.7,"13km NW of Yale
2013-10-09,36.1819,-96.8286,2.9,"13km WNW of Yale
2013-10-08,36.714,-98.012,2.7,"26km WSW of Medford
2013-10-08,36.726,-98.006,3.2,"25km WSW of Medford
2013-10-08,35.3972,-96.4662,2.6,"10km S of Boley
2013-10-05,36.58,-97.8159,3.3,"21km NNE of Enid
2013-10-05,36.5883,-97.8171,2.9,"22km NNE of Enid
