date,lat,lon,magnitude,location
2013-10-03,35.5274,-97.3946,2.9,"1km WNW of Spencer
2013-10-02,35.587,-97.379,2.8,"7km N of Spencer
2013-10-02,36.594,-97.831,3.5,"22km N of Enid
2013-10-01,36.593,-97.836,3.1,"22km N of Enid
2013-10-01,36.592,-97.837,3.2,"22km N of Enid
2013-10-01,35.5934,-97.3814,2.5,"7km N of Spencer
2013-10-01,35.5927,-97.3727,2.9,"7km N of Spencer
2013-09-26,35.5896,-97.3751,3.2,"7km N of Spencer
2013-09-23,33.946,-97.161,3.4,"4km WNW of Marietta
2013-09-23,33.937,-97.163,2.9,"4km W of Marietta
2013-09-23,35.4425,-96.5282,2.6,"6km SW of Boley
2013-09-23,33.9544,-97.1107,3.2,"2km NNE of Marietta
2013-09-22,33.984,-97.162,2.6,"6km NW of Marietta
2013-09-22,36.292,-96.902,2.8,"10km WSW of Pawnee
2013-09-21,33.957,-97.136,2.8,"2km NW of Marietta
2013-09-20,36.704,-98.026,2.7,"27km NE of Helena
2013-09-19,33.9645,-97.2127,2.7,"9km WNW of Marietta
2013-09-19,36.7327,-98.0454,2.7,"27km E of Cherokee
2013-09-15,35.4085,-96.5427,3.1,"10km SSW of Boley
2013-09-08,34.109,-96.883,2.9,"8km W of Oakland
2013-09-07,35.571,-97.282,2.2,"0km NE of Jones
2013-09-05,36.131,-96.876,2.2,"16km E of Stillwater
2013-09-01,35.7,-97.198,2.6,"4km N of Luther
2013-09-01,35.697,-97.197,2.1,"3km N of Luther
2013-08-14,35.5758,-97.1849,2.7,"9km E of Jones
2013-08-13,36.708,-97.685,2.6,"11km SSE of Medford
2013-08-13,36.66,-97.694,2.7,"16km SSE of Medford
2013-08-12,35.715,-97.421,1.6,"8km NE of Edmond
2013-08-10,35.569,-97.289,3.3,"0km NNW of Jones
2013-08-08,36.879,-97.974,2.9,"22km WNW of Medford
2013-08-08,36.863,-97.994,3.2,"24km WNW of Medford
2013-08-08,36.8928,-97.9831,2.8,"24km WNW of Medford
2013-08-08,35.3482,-96.5676,3.3,"16km NE of Seminole
2013-08-05,35.493,-97.232,2.3,"3km E of Choctaw
2013-08-04,36.9688,-97.8342,2.6,"20km NNW of Medford
2013-08-01,35.5179,-97.1282,3,"4km NE of Harrah
2013-08-01,35.657,-97.1336,2.3,"5km E of Luther
2013-07-31,36.85,-97.738,2.9,"4km N of Medford
2013-07-31,35.5725,-97.3018,3,"1km WNW of Jones
2013-07-28,35.115,-97.893,2.5,"7km NNE of Chickasha
2013-07-27,36.921,-98.038,2.9,"25km S of Anthony
2013-07-27,36.66,-97.3869,3.3,"7km WSW of Tonkawa
2013-07-25,36.1,-97.052,1.9,"1km SSE of Stillwater
2013-07-25,36.5844,-97.6823,2,"25km S of Medford
2013-07-24,35.3733,-96.4814,3.5,"13km S of Boley
2013-07-15,36.104,-97.043,1.9,"1km SE of Stillwater
2013-07-14,36.652,-97.985,2.8,"28km ENE of Helena
2013-07-08,35.5021,-96.5209,2.9,"3km WNW of Boley
2013-07-06,35.59,-97.2437,2.7,"4km NE of Jones
2013-07-02,35.513,-96.825,2.6,"7km E of Meeker
2013-07-01,36.586,-97.826,2.7,"21km NNE of Enid
2013-07-01,35.68,-97.09,2.2,"9km ENE of Luther
2013-07-01,36.556,-97.664,3.3,"26km NE of Enid
2013-07-01,36.495,-97.697,2.9,"19km NE of Enid
2013-06-30,36.663,-97.684,2.5,"16km SSE of Medford
2013-06-30,36.673,-97.679,2.6,"15km SSE of Medford
2013-06-30,36.084,-97.045,2,"3km SSE of Stillwater
2013-06-30,34.094,-96.667,3,"9km E of Madill
2013-06-29,35.606,-97.071,3.3,"12km ESE of Luther
2013-06-27,35.219,-97.887,3.1,"10km SW of Tuttle
2013-06-27,35.474,-97.112,3.4,"4km ESE of Harrah
2013-06-26,34.978,-97.69,2.7,"17km S of Blanchard
2013-06-26,35.96,-96.907,3,"11km E of Perkins
2013-06-24,34.47,-96.283,3.2,"9km SW of Coalgate
2013-06-18,35.51,-97.058,2.9,"8km NNE of McLoud
2013-06-17,35.477,-97.102,3.1,"4km NNW of McLoud
2013-06-17,35.467,-97.112,2.5,"3km NNW of McLoud
2013-06-16,35.652,-97.293,2.8,"8km W of Luther
2013-06-16,35.577,-97.217,3.2,"6km E of Jones
2013-06-16,35.459,-97.108,2.7,"2km NNW of McLoud
2013-06-16,35.408,-96.471,3,"9km S of Boley
2013-06-16,35.565,-97.308,3.1,"1km W of Jones
2013-06-14,35.59,-97.312,2.7,"3km NW of Jones
2013-06-12,35.567,-97.307,2.8,"1km W of Jones
2013-06-12,35.472,-96.41,2.8,"7km ESE of Boley
2013-06-11,35.461,-96.995,2.6,"9km ENE of McLoud
2013-06-10,35.466,-97.009,3.3,"8km ENE of McLoud
2013-06-09,35.615,-97.262,3.7,"5km NNE of Jones
2013-06-05,35.9979,-96.8524,2.7,"7km W of Cushing
2013-06-02,35.493,-97.137,2.8,"2km E of Harrah
2013-05-31,34.136,-96.642,2.9,"11km SSE of Tishomingo
2013-05-31,35.419,-97.032,2.3,"5km ESE of McLoud
2013-05-29,35.469,-97.004,2.9,"8km ENE of McLoud
2013-05-27,34.0632,-96.5739,3.1,"15km ENE of Kingston
2013-05-26,35.541,-97.448,2.1,"6km WNW of Spencer
2013-05-22,36.652,-97.662,2.5,"18km SSE of Medford
2013-05-20,35.666,-97.105,3.2,"8km E of Luther
2013-05-19,36.651,-97.664,2.7,"18km SSE of Medford
2013-05-15,35.549,-97.16,2.6,"6km N of Harrah
2013-05-09,35.541,-97.25,2.5,"4km SE of Jones
2013-04-28,35.5779,-97.2658,2.2,"2km NE of Jones
2013-04-28,35.556,-97.265,2.5,"2km ESE of Jones
2013-04-28,35.644,-97.134,3.1,"5km ESE of Luther
2013-04-28,35.61,-97.147,3.3,"7km SE of Luther
2013-04-28,34.1984,-96.8545,3.3,"12km E of Dickson
2013-04-28,34.234,-96.854,3.3,"13km ENE of Dickson
2013-04-27,35.664,-97.129,2.7,"6km E of Luther
2013-04-27,35.656,-97.126,3.4,"6km E of Luther
2013-04-26,35.6711,-97.0989,2.3,"8km E of Luther
2013-04-26,35.671,-97.099,2.3,"8km E of Luther
2013-04-26,35.424,-100.238,2.8,"3km SE of Wheeler
2013-04-25,35.698,-97.162,2.6,"5km NE of Luther
2013-04-24,35.702,-97.114,2.8,"8km ENE of Luther
2013-04-24,35.69,-97.089,3.3,"10km ENE of Luther
2013-04-23,35.679,-97.104,3.1,"8km ENE of Luther
2013-04-22,35.608,-97.237,2.6,"6km NE of Jones
2013-04-20,35.523,-96.75,2.2,"7km NW of Prague
2013-04-20,35.775,-97.215,2.3,"12km N of Luther
2013-04-19,35.657,-97.138,2.8,"5km E of Luther
2013-04-19,35.793,-97.078,2.2,"18km NE of Luther
2013-04-19,35.702,-97.06,2,"13km ENE of Luther
2013-04-17,35.6523,-97.0613,2.6,"12km E of Luther
2013-04-17,35.685,-97.082,3.2,"10km ENE of Luther
2013-04-17,35.704,-97.127,3.4,"7km NE of Luther
2013-04-17,35.681,-97.079,2.8,"10km ENE of Luther
2013-04-17,35.688,-97.072,2.8,"11km ENE of Luther
2013-04-17,35.674,-97.138,3.2,"5km ENE of Luther
2013-04-16,35.663,-97.12,3.6,"6km E of Luther
2013-04-16,35.533,-96.764,3.3,"8km NW of Prague
2013-04-16,35.669,-97.114,2.6,"7km E of Luther
2013-04-16,35.663,-97.126,2.6,"6km E of Luther
2013-04-16,35.687,-97.077,2.7,"11km ENE of Luther
2013-04-16,35.679,-97.107,3.3,"8km ENE of Luther
2013-04-16,35.673,-97.114,3.7,"7km E of Luther
2013-04-16,35.668,-97.115,3.3,"7km E of Luther
2013-04-16,35.619,-97.091,3,"10km ESE of Luther
2013-04-16,35.694,-97.093,2.8,"9km ENE of Luther
2013-04-16,35.69,-97.092,2.5,"9km ENE of Luther
2013-04-16,35.687,-97.109,4.2,"8km ENE of Luther
2013-04-16,35.678,-97.089,2.7,"9km E of Luther
2013-04-16,35.67,-97.109,2.6,"7km E of Luther
2013-04-16,35.684,-97.09,2.5,"9km ENE of Luther
2013-04-16,35.674,-97.106,3.6,"8km E of Luther
2013-04-16,35.672,-97.108,3,"8km E of Luther
2013-04-16,35.685,-97.066,4.4,"12km ENE of Luther
2013-04-16,35.677,-96.94,3,"6km WSW of Chandler
2013-04-12,35.694,-97.459,2.5,"4km NNE of Edmond
2013-04-04,34.941,-95.999,2.9,"20km W of McAlester
2013-03-27,35.651,-97.217,2.4,"2km WSW of Luther
2013-03-26,35.617,-97.226,2.2,"5km SSW of Luther
2013-03-23,35.322,-96.504,2.9,"18km NE of Seminole
2013-03-21,35.467,-97.396,3.2,"1km N of Midwest City
2013-03-21,35.486,-97.387,3.3,"4km NNE of Midwest City
2013-03-21,35.6043,-96.8618,2.3,"10km S of Chandler
2013-03-16,35.521,-96.783,3,"9km WNW of Prague
2013-03-11,35.421,-96.536,3.2,"9km SSW of Boley
2013-03-11,35.513,-96.808,2.5,"8km E of Meeker
2013-03-10,35.554,-97.312,2.3,"2km WSW of Jones
2013-03-06,35.556,-96.766,3.4,"10km NW of Prague
2013-03-04,34.18,-96.661,3.5,"6km SSE of Tishomingo
2013-02-27,35.46,-97.335,3.5,"3km SSW of Nicoma Park
2013-02-27,35.476,-97.234,2.5,"3km SE of Choctaw
2013-02-18,35.5051,-97.2557,2.7,"1km NE of Choctaw
2013-02-12,35.462,-96.539,2.5,"6km SW of Boley
2013-02-11,35.509,-97.239,2.5,"2km ENE of Choctaw
2013-02-02,34.904,-97.427,2.7,"9km NNW of Maysville
2013-01-18,35.619,-97.312,2,"Oklahoma"
2013-01-18,35.638,-97.452,2.1,"Oklahoma City urban area
2013-01-17,35.599,-97.345,2.8,"6km NW of Jones
2013-01-16,35.5921,-97.3558,3.2,"6km WNW of Jones
2013-01-16,35.623,-97.368,3.2,"Oklahoma"
2013-01-08,35.454,-97.275,2.9,"Oklahoma"
2013-01-04,35.38,-96.515,3.4,"Oklahoma"
2013-01-01,34.36,-97.585,2.8,"Oklahoma"
2012-12-16,36.128,-96.855,3.1,"Oklahoma"
2012-12-12,35.37,-96.496,3,"Oklahoma"
2012-12-12,35.532,-96.759,3.1,"Oklahoma"
2012-12-08,35.386,-96.492,2.6,"Oklahoma"
2012-12-03,35.454,-96.529,2.5,"Oklahoma"
2012-12-03,35.499,-97.341,2.5,"Oklahoma City urban area
2012-11-28,35.703,-97.435,2,"Oklahoma"
2012-11-21,35.715,-97.457,2.5,"Oklahoma"
2012-11-20,35.707,-97.463,2.7,"Oklahoma"
2012-11-17,36.661,-97.381,3,"Oklahoma"
2012-11-11,36.663,-97.387,2.8,"Oklahoma"
2012-11-01,35.932,-96.878,2.5,"Oklahoma"
2012-10-30,35.502,-97.27,2.7,"Oklahoma"
2012-10-29,35.497,-97.277,2.2,"Oklahoma"
2012-10-28,35.422,-96.537,3.3,"Oklahoma"
2012-10-21,35.653,-97.215,3.4,"Oklahoma"
2012-10-17,35.67,-97.111,3.2,"Oklahoma"
2012-10-10,35.554,-97.366,2.9,"Oklahoma"
2012-10-09,36.083,-97.386,3.3,"Oklahoma"
2012-09-30,35.528,-96.782,2.7,"Oklahoma"
2012-09-30,35.523,-96.779,3,"Oklahoma"
2012-09-09,35.375,-96.537,3.4,"Oklahoma"
2012-09-02,35.749,-97.519,2.4,"Oklahoma"
2012-08-26,35.64,-97.282,2.6,"Oklahoma"
2012-08-24,35.422,-97.314,2.6,"Oklahoma"
2012-08-18,35.53,-96.777,3.3,"Oklahoma"
2012-08-10,35.544,-96.759,2.4,"Oklahoma"
2012-08-07,35.395,-96.587,3,"Oklahoma"
2012-08-06,35.373,-96.502,2.8,"Oklahoma"
2012-08-03,35.66,-97.3,2.3,"Oklahoma"
2012-08-01,35.5,-97.254,2.5,"Oklahoma"
2012-07-31,35.558,-96.754,3.1,"Oklahoma"
2012-07-30,35.532,-96.757,2.5,"Oklahoma"
2012-07-30,35.497,-96.824,3.4,"Oklahoma"
2012-07-30,35.402,-96.576,2.9,"Oklahoma"
2012-07-08,35.393,-96.478,2.7,"Oklahoma"
2012-07-06,35.539,-96.791,2.6,"Oklahoma"
2012-07-03,35.585,-97.331,3.2,"Oklahoma"
2012-07-02,35.479,-97.345,2.7,"Oklahoma City urban area
2012-06-14,35.407,-97.434,3.1,"Oklahoma City urban area
2012-06-13,35.46,-96.7,3.1,"Oklahoma"
2012-06-13,35.549,-97.238,2.5,"Oklahoma"
2012-06-13,35.535,-97.311,2.8,"Oklahoma"
2012-06-13,35.552,-97.264,3.3,"Oklahoma"
2012-05-27,34.861,-95.608,2.5,"Oklahoma"
2012-05-13,35.539,-97.303,2.9,"Oklahoma"
2012-05-13,35.596,-97.31,2.2,"Oklahoma"
2012-05-11,34.983,-97.638,2.8,"Oklahoma"
2012-05-11,35.512,-96.788,3.2,"Oklahoma"
2012-05-10,35.51,-96.781,3.8,"Oklahoma"
2012-05-07,35.077,-97.496,2.6,"Oklahoma"
2012-05-07,34.984,-97.657,2.5,"Oklahoma"
2012-04-30,35.53,-96.76,3.2,"Oklahoma"
2012-04-28,35.534,-96.748,3.1,"Oklahoma"
2012-04-26,35.547,-96.751,2.3,"Oklahoma"
2012-04-21,35.58,-97.07,3.2,"Oklahoma"
2012-04-16,34.818,-96.245,2.6,"Oklahoma"
2012-04-16,35.53,-96.759,3.8,"Oklahoma"
2012-04-14,34.944,-96.001,3,"Oklahoma"
2012-04-12,35.523,-96.774,3.1,"Oklahoma"
2012-04-09,35.687,-97.111,2.6,"Oklahoma"
2012-04-06,35.72,-97.159,3.1,"Oklahoma"
2012-04-03,34.589,-97.44,2.5,"Oklahoma"
2012-04-03,34.635,-95.875,4.1,"Oklahoma"
2012-03-31,35.437,-96.574,3.3,"Oklahoma"
2012-03-25,35.505,-97.246,2.5,"Oklahoma"
2012-03-10,35.446,-96.572,3.1,"Oklahoma"
2012-03-10,35.593,-97.297,2.4,"Oklahoma"
2012-03-08,35.621,-97.069,2.9,"Oklahoma"
2012-03-03,35.619,-97.063,2.6,"Oklahoma"
2012-02-29,35.725,-97.168,3,"Oklahoma"
2012-02-27,35.433,-96.567,2.8,"Oklahoma"
2012-02-26,35.633,-97.068,2.9,"Oklahoma"
2012-02-22,35.547,-97.282,2.9,"Oklahoma"
2012-02-18,35.811,-96.91,2.9,"Oklahoma"
2012-02-18,35.546,-97.272,2.6,"Oklahoma"
2012-02-08,35.578,-97.286,2.8,"Oklahoma"
2012-02-08,35.538,-96.741,2.5,"Oklahoma"
2012-02-07,35.395,-96.524,3.3,"Oklahoma"
2012-01-29,35.511,-96.788,2.7,"Oklahoma"
2012-01-27,35.6,-96.895,2.5,"Oklahoma"
2012-01-17,35.378,-96.546,3,"Oklahoma"
2012-01-16,35.533,-96.76,2.1,"Oklahoma"
2012-01-11,35.52,-96.776,1.8,"Oklahoma"
2012-01-10,35.647,-97.41,2.1,"Oklahoma City urban area
2012-01-09,35.544,-97.279,2.8,"Oklahoma"
2012-01-06,35.538,-96.766,2.9,"Oklahoma"
2012-01-04,35.534,-97.415,2,"Oklahoma City urban area
2012-01-03,35.536,-96.75,3.4,"Oklahoma"
2012-01-03,35.595,-97.293,2.4,"Oklahoma"
2012-01-01,35.526,-96.766,2.8,"Oklahoma"
2012-01-01,35.53,-96.762,2.8,"Oklahoma"
2011-12-31,35.391,-96.52,3.6,"Oklahoma"
2011-12-31,35.575,-97.288,2.2,"Oklahoma"
2011-12-25,35.398,-96.53,3.6,"Oklahoma"
2011-12-13,35.492,-97.265,2.5,"Oklahoma"
2011-12-12,35.534,-96.751,2.5,"Oklahoma"
2011-12-09,35.475,-96.855,3,"Oklahoma"
2011-12-04,35.728,-97.171,2.3,"Oklahoma"
2011-12-03,35.519,-96.785,2.3,"Oklahoma"
2011-12-03,35.525,-96.768,3.3,"Oklahoma"
2011-12-01,35.481,-97.034,2.7,"Oklahoma"
2011-11-29,34.923,-96,2.7,"Oklahoma"
2011-11-29,35.536,-96.759,2.7,"Oklahoma"
2011-11-27,35.728,-97.166,3.1,"Oklahoma"
2011-11-26,35.513,-96.766,2.4,"Oklahoma"
2011-11-25,35.512,-96.746,3.4,"Oklahoma"
2011-11-25,35.461,-96.881,3.4,"Oklahoma"
2011-11-25,35.461,-96.887,2.5,"Oklahoma"
2011-11-24,35.563,-96.788,3.4,"Oklahoma"
2011-11-21,35.503,-96.81,3,"Oklahoma"
2011-11-21,35.734,-97.164,2.8,"Oklahoma"
2011-11-20,35.624,-97.19,2.6,"Oklahoma"
2011-11-20,35.551,-96.745,2.8,"Oklahoma"
2011-11-18,35.541,-96.762,3.3,"Oklahoma"
2011-11-18,35.566,-97.294,2.8,"Oklahoma"
2011-11-16,35.505,-96.803,3.2,"Oklahoma"
2011-11-16,35.518,-96.779,2.7,"Oklahoma"
2011-11-16,35.521,-96.785,2.8,"Oklahoma"
2011-11-15,35.521,-96.775,2.2,"Oklahoma"
2011-11-14,35.476,-96.868,2.4,"Oklahoma"
2011-11-14,35.543,-96.752,2.5,"Oklahoma"
2011-11-14,35.794,-98.451,2.6,"Oklahoma"
2011-11-14,35.521,-96.782,3.2,"Oklahoma"
2011-11-13,35.465,-96.878,2.9,"Oklahoma"
2011-11-13,35.457,-96.876,3.2,"Oklahoma"
2011-11-13,35.464,-96.869,2.5,"Oklahoma"
2011-11-12,35.604,-96.857,1.6,"Oklahoma"
2011-11-12,35.532,-96.753,3.2,"Oklahoma"
2011-11-12,35.545,-96.73,3.1,"Oklahoma"
2011-11-11,35.537,-96.753,3.2,"Oklahoma"
2011-11-10,35.487,-96.85,3.2,"Oklahoma"
2011-11-09,35.521,-96.786,2.9,"Oklahoma"
2011-11-09,35.513,-97.39,3,"Oklahoma City urban area
2011-11-09,35.534,-96.761,3.4,"Oklahoma"
2011-11-08,35.526,-96.77,3.5,"Oklahoma"
2011-11-08,35.52,-96.786,3.1,"Oklahoma"
2011-11-08,35.531,-96.788,4.8,"Oklahoma"
2011-11-07,35.506,-96.798,3.2,"Oklahoma"
2011-11-07,35.477,-96.856,3.1,"Oklahoma"
2011-11-07,35.512,-96.786,3.1,"Oklahoma"
2011-11-07,35.518,-96.8,2.5,"Oklahoma"
2011-11-07,35.533,-96.75,3.1,"Oklahoma"
2011-11-07,35.518,-96.786,3.3,"Oklahoma"
2011-11-07,35.522,-96.778,3,"Oklahoma"
2011-11-07,35.504,-96.808,2.9,"Oklahoma"
2011-11-06,35.55,-96.751,2.9,"Oklahoma"
2011-11-06,35.473,-96.869,3.1,"Oklahoma"
2011-11-06,35.494,-96.828,3.4,"Oklahoma"
2011-11-06,35.517,-96.769,2.9,"Oklahoma"
2011-11-06,35.484,-96.856,3.8,"Oklahoma"
2011-11-06,35.485,-96.866,2.9,"Oklahoma"
2011-11-06,35.522,-96.819,2.8,"Oklahoma"
2011-11-06,35.496,-96.838,3.1,"Oklahoma"
2011-11-06,35.537,-96.779,3.6,"Oklahoma"
2011-11-06,35.469,-96.865,3.7,"Oklahoma"
2011-11-06,35.485,-96.844,3.5,"Oklahoma"
2011-11-06,35.525,-96.771,3.1,"Oklahoma"
2011-11-06,35.585,-96.836,3,"Oklahoma"
2011-11-06,35.517,-96.834,3.6,"Oklahoma"
2011-11-06,35.48,-96.847,3.2,"Oklahoma"
2011-11-06,35.479,-96.859,3.7,"Oklahoma"
2011-11-06,35.546,-96.749,3.3,"Oklahoma"
2011-11-06,35.522,-96.776,3.9,"Oklahoma"
2011-11-06,35.515,-96.789,3,"Oklahoma"
2011-11-06,35.521,-96.771,4,"Oklahoma"
2011-11-06,35.532,-96.765,5.6,"Oklahoma"
2011-11-06,35.546,-96.749,3,"Oklahoma"
2011-11-05,35.518,-96.778,3.6,"Oklahoma"
2011-11-05,35.53,-96.766,3.2,"Oklahoma"
2011-11-05,35.525,-96.773,3.4,"Oklahoma"
2011-11-05,35.528,-96.766,3.3,"Oklahoma"
2011-11-05,35.533,-96.757,2.6,"Oklahoma"
2011-11-05,35.554,-96.769,2.6,"Oklahoma"
2011-11-05,35.54,-96.761,2.6,"Oklahoma"
2011-11-05,35.544,-96.765,3.3,"Oklahoma"
2011-11-05,35.55,-96.764,4.8,"Oklahoma"
2011-10-28,35.525,-97.386,3.4,"Oklahoma City urban area
2011-10-28,35.518,-97.38,3.2,"Oklahoma City urban area
2011-10-27,35.574,-97.286,2.4,"Oklahoma"
2011-10-23,35.511,-97.391,2.8,"Oklahoma City urban area
2011-10-23,35.508,-97.387,2.6,"Oklahoma City urban area
2011-10-18,35.48,-97.359,2.9,"Oklahoma City urban area
2011-10-13,35.899,-96.696,2.5,"Oklahoma"
2011-10-05,35.504,-97.232,3,"Oklahoma"
2011-10-02,35.56,-97.283,2.5,"Oklahoma"
2011-09-18,35.5,-97.245,2.6,"Oklahoma"
2011-09-12,35.629,-97.244,3.3,"Oklahoma"
2011-09-11,35.642,-97.217,2.4,"Oklahoma"
2011-09-06,34.575,-97.244,2.6,"Oklahoma"
2011-09-06,35.466,-97.045,3,"Oklahoma"
2011-09-05,35.524,-97.375,2.7,"Oklahoma City urban area
2011-09-05,35.665,-97.222,2.7,"Oklahoma"
2011-09-01,34.667,-96.394,2.5,"Oklahoma"
2011-09-01,35.657,-97.298,2.5,"Oklahoma"
2011-09-01,35.624,-97.233,2.6,"Oklahoma"
2011-08-31,35.498,-97.25,3,"Oklahoma"
2011-08-23,35.521,-97.364,2.9,"Oklahoma City urban area
2011-08-22,35.526,-97.366,2.5,"Oklahoma City urban area
2011-08-18,34.881,-97.744,3,"Oklahoma"
2011-08-17,35.467,-97.366,2.7,"Oklahoma City urban area
2011-08-16,35.512,-97.194,2.1,"Oklahoma"
2011-08-10,35.654,-97.301,2.5,"Oklahoma"
2011-08-07,35.48,-97.372,2.5,"Oklahoma City urban area
2011-08-07,35.436,-97.449,2.5,"Oklahoma City urban area
2011-08-01,35.522,-97.226,3,"Oklahoma"
2011-07-30,35.499,-97.257,2.6,"Oklahoma"
2011-07-30,35.499,-97.249,2.7,"Oklahoma"
2011-07-28,35.507,-97.242,2.3,"Oklahoma"
2011-07-24,35.418,-96.552,2.5,"Oklahoma"
2011-07-22,34.679,-96.395,2.6,"Oklahoma"
2011-07-16,35.414,-96.548,2.5,"Oklahoma"
2011-07-15,34.745,-96.11,2.6,"Oklahoma"
2011-07-01,35.632,-97.121,2.6,"Oklahoma"
2011-06-17,35.616,-97.248,2.5,"Oklahoma"
2011-05-28,34.517,-96.496,2.9,"Oklahoma"
2011-05-21,35.584,-97.193,2.7,"Oklahoma"
2011-05-19,35.586,-97.196,2.8,"Oklahoma"
2011-05-15,35.437,-96.569,2.9,"Oklahoma"
2011-05-11,35.713,-97.432,2.5,"Oklahoma"
2011-05-10,35.458,-97.026,2.7,"Oklahoma"
2011-04-26,34.692,-97.44,2.5,"Oklahoma"
2011-03-31,35.439,-96.53,3.2,"Oklahoma"
2011-03-25,35.43,-96.539,2.6,"Oklahoma"
2011-03-23,34.666,-97.446,2.5,"Oklahoma"
2011-03-23,35.571,-97.073,2.8,"Oklahoma"
2011-03-17,34.854,-97.746,2.7,"Oklahoma"
2011-03-11,35.45,-97.087,3.1,"Oklahoma"
2011-03-03,35.45,-97.083,2.8,"Oklahoma"
2011-02-22,35.434,-97.001,2.8,"Oklahoma"
2011-02-19,35.751,-99.667,2.7,"Oklahoma"
2011-02-17,35.615,-97.243,2.5,"Oklahoma"
2011-02-15,35.539,-97.249,2.5,"Oklahoma"
2011-02-14,35.51,-97.407,2.3,"Oklahoma City urban area
2011-02-04,35.483,-97.397,2.4,"Oklahoma City urban area
2011-02-04,35.48,-97.402,2.6,"Oklahoma City urban area
2011-02-02,35.627,-97.166,2.6,"Oklahoma"
2011-01-30,35.609,-97.122,2.5,"Oklahoma"
2011-01-25,34.713,-97.466,2.6,"Oklahoma"
2011-01-22,35.611,-97.121,2.5,"Oklahoma"
2011-01-19,35.621,-97.112,2.8,"Oklahoma"
2011-01-18,34.566,-97.43,2.8,"Oklahoma"
2011-01-18,34.56,-97.433,2.6,"Oklahoma"
2011-01-15,35.509,-97.222,3.4,"Oklahoma"
2011-01-12,35.506,-97.222,2.6,"Oklahoma"
2011-01-12,35.516,-97.225,2.7,"Oklahoma"
2011-01-11,35.84,-96.916,2.6,"Oklahoma"
2011-01-10,34.785,-96.671,2.7,"Oklahoma"
2011-01-08,35.612,-97.249,2.7,"Oklahoma"
2011-01-07,35.435,-96.983,2.5,"Oklahoma"
2011-01-06,35.569,-97.277,2.8,"Oklahoma"
2011-01-04,35.556,-97.237,2.9,"Oklahoma"
2011-01-03,34.693,-97.408,2.6,"Oklahoma"
2011-01-01,35.837,-96.916,2,"Oklahoma"
2011-01-01,35.837,-96.916,2.8,"Oklahoma"
2010-12-31,35.536,-97.247,2.6,"Oklahoma"
2010-12-29,34.676,-97.44,2.6,"Oklahoma"
2010-12-28,34.696,-95.893,3.1,"Oklahoma"
2010-12-25,34.675,-96.34,2.6,"Oklahoma"
2010-12-24,34.69,-96.361,3,"Oklahoma"
2010-12-21,34.671,-96.384,2.5,"Oklahoma"
2010-12-21,34.659,-96.348,2.6,"Oklahoma"
2010-12-21,34.657,-96.386,2.6,"Oklahoma"
2010-12-20,34.651,-96.391,2.6,"Oklahoma"
2010-12-20,35.579,-97.246,2.5,"Oklahoma"
2010-12-20,34.662,-96.371,2.7,"Oklahoma"
2010-12-19,35.827,-96.772,3.3,"Oklahoma"
2010-12-14,35.44,-96.982,2.5,"Oklahoma"
2010-12-14,35.611,-97.234,2.6,"Oklahoma"
2010-12-12,34.659,-95.957,2.6,"Oklahoma"
2010-12-12,35.854,-96.801,2.4,"Oklahoma"
2010-12-12,35.433,-96.992,2.9,"Oklahoma"
2010-12-12,35.444,-96.976,2.8,"Oklahoma"
2010-12-12,35.431,-96.981,3.2,"Oklahoma"
2010-12-10,35.492,-96.84,2.6,"Oklahoma"
2010-11-30,34.688,-97.4,2.5,"Oklahoma"
2010-11-29,35.618,-97.246,2.6,"Oklahoma"
2010-11-28,35.617,-97.249,2.5,"Oklahoma"
2010-11-28,35.62,-97.245,2.4,"Oklahoma"
2010-11-28,35.621,-97.24,2.4,"Oklahoma"
2010-11-28,35.619,-97.239,3.3,"Oklahoma"
2010-11-28,35.612,-97.242,3.5,"Oklahoma"
2010-11-28,35.654,-97.224,3,"Oklahoma"
2010-11-28,35.613,-97.245,3.2,"Oklahoma"
2010-11-25,35.611,-97.241,2.7,"Oklahoma"
2010-11-25,35.613,-97.235,2.6,"Oklahoma"
2010-11-25,35.621,-97.241,2.5,"Oklahoma"
2010-11-24,35.614,-97.24,3.1,"Oklahoma"
2010-11-24,35.612,-97.246,3.9,"Oklahoma"
2010-11-21,34.552,-96.267,2.5,"Oklahoma"
2010-11-16,34.719,-97.396,2.7,"Oklahoma"
2010-11-12,35.554,-97.169,2.1,"Oklahoma"
2010-11-02,35.557,-97.299,2.5,"Oklahoma"
2010-10-29,35.59,-97.238,2.7,"Oklahoma"
2010-10-29,35.59,-97.241,2.4,"Oklahoma"
2010-10-28,35.59,-97.243,2.5,"Oklahoma"
2010-10-28,35.585,-97.243,2,"Oklahoma"
2010-10-28,35.591,-97.234,2.5,"Oklahoma"
2010-10-25,34.874,-97.741,3.2,"Oklahoma"
2010-10-25,35.485,-97.281,2.3,"Oklahoma"
2010-10-21,35.06,-95.606,2.5,"Oklahoma"
2010-10-19,35.136,-97.333,2.8,"Oklahoma"
2010-10-19,35.018,-95.584,2.7,"Oklahoma"
2010-10-18,36.037,-97.398,2.5,"Oklahoma"
2010-10-13,35.192,-97.32,4.4,"Oklahoma"
2010-10-13,35.554,-97.23,2.3,"Oklahoma"
2010-10-06,35.616,-97.257,2.8,"Oklahoma"
